,name,diff_num,hunk_num,func_num,Memoery_num_total,Memoery_del_num,Memoery_add_num,Conditions_num_total,Conditions_num_del,Conditions_num_add,Jump_num_total,Jump_num_del,Jump_num_add,Loop_num_total,Loop_num_del,Loop_num_add,Arithmetic_num_total,Arithmetic_num_del,Arithmetic_num_add,relation_num_total,relation_num_del,relation_num_add,Logic_num_total,Logic_num_del,Logic_num_add,bitwise_num_total,bitwise_num_del,bitwise_num_add,Funccall_num_total,Funccall_num_del,Funccall_num_add,Variables_num_total,Variables_num_del,Variables_num_add
0,./sourcecode1022/2011/CVE-2011-1070/mjanusz%v86d/master/f9abfd412639_patch/equal_file_patch/45e0d48.patch,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,3
1,./sourcecode1022/2011/CVE-2011-1070/mjanusz%v86d/master/f9abfd412639_patch/equal_file_patch/f9abfd412639.patch,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,3
2,./sourcecode1022/2011/CVE-2011-1527/trustedanalytics%kerberos/master/7390de6c860f_patch/equal_file_patch/4f7dbd528.patch,1,2,1,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7,0,7
3,./sourcecode1022/2011/CVE-2011-1527/trustedanalytics%kerberos/master/7390de6c860f_patch/equal_file_patch/08d7bd5e7.patch,1,2,1,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7,0,7
4,./sourcecode1022/2011/CVE-2011-1527/trustedanalytics%kerberos/master/7390de6c860f_patch/equal_file_patch/9fc89c22e.patch,1,2,1,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7,0,7
5,./sourcecode1022/2011/CVE-2011-1527/trustedanalytics%kerberos/master/7390de6c860f_patch/equal_file_patch/ee26c4bbf.patch,1,2,1,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7,0,7
6,./sourcecode1022/2011/CVE-2011-1527/trustedanalytics%kerberos/master/7390de6c860f_patch/equal_file_patch/7e1ed6156.patch,1,2,1,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7,0,7
7,./sourcecode1022/2011/CVE-2011-1527/trustedanalytics%kerberos/master/7390de6c860f_patch/equal_file_patch/1f2caa1ba.patch,1,2,1,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7,0,7
8,./sourcecode1022/2011/CVE-2011-1530/trustedanalytics%kerberos/master/8d6a83d1163fafb8e9308313c83ce0472864abbb_patch/equal_file_patch/f5a40c03c.patch,1,23,1,16,4,12,34,22,12,10,7,3,0,0,0,98,54,44,46,21,25,22,12,10,26,12,14,26,20,14,77,57,47
9,./sourcecode1022/2011/CVE-2011-1530/trustedanalytics%kerberos/master/8d6a83d1163fafb8e9308313c83ce0472864abbb_patch/equal_file_patch/7ed54bc66.patch,1,12,1,8,4,4,25,19,6,9,7,2,0,0,0,76,50,26,34,18,16,13,8,5,21,12,9,17,16,7,63,52,33
10,./sourcecode1022/2011/CVE-2011-1530/trustedanalytics%kerberos/master/8d6a83d1163fafb8e9308313c83ce0472864abbb_patch/equal_file_patch/9fc89c22e.patch,1,23,1,16,4,12,34,22,12,10,7,3,0,0,0,98,54,44,46,21,25,22,12,10,26,12,14,26,20,14,77,57,47
11,./sourcecode1022/2011/CVE-2011-1530/trustedanalytics%kerberos/master/8d6a83d1163fafb8e9308313c83ce0472864abbb_patch/equal_file_patch/b71f8c4aa.patch,1,12,1,8,4,4,25,19,6,9,7,2,0,0,0,76,50,26,34,18,16,13,8,5,21,12,9,17,16,7,63,52,33
12,./sourcecode1022/2011/CVE-2011-1530/trustedanalytics%kerberos/master/8d6a83d1163fafb8e9308313c83ce0472864abbb_patch/equal_file_patch/8cf2e1df6.patch,1,12,1,8,4,4,25,19,6,9,7,2,0,0,0,76,50,26,34,18,16,13,8,5,21,12,9,17,16,7,63,52,33
13,./sourcecode1022/2011/CVE-2011-1530/trustedanalytics%kerberos/master/8d6a83d1163fafb8e9308313c83ce0472864abbb_patch/equal_file_patch/b99c7c79d.patch,1,23,1,16,4,12,34,22,12,10,7,3,0,0,0,98,54,44,46,21,25,22,12,10,26,12,14,26,20,14,77,57,47
14,./sourcecode1022/2011/CVE-2011-1751/patricksjackson%qemu/android_qdev/aa29141d84d5_patch/equal_file_patch/d6034a3a61.patch,3,6,1,0,0,0,9,3,6,0,0,0,0,0,0,18,3,15,18,6,12,6,0,6,0,0,0,2,1,2,7,3,7
15,./sourcecode1022/2011/CVE-2011-1751/patricksjackson%qemu/android_qdev/aa29141d84d5_patch/equal_file_patch/fdba9594df8e.patch,3,6,1,0,0,0,9,3,6,0,0,0,0,0,0,18,3,15,18,6,12,6,0,6,0,0,0,2,1,2,7,3,7
16,./sourcecode1022/2011/CVE-2011-1751/patricksjackson%qemu/android_qdev/aa29141d84d5_patch/equal_file_patch/a8686a9b2b.patch,3,6,1,0,0,0,9,3,6,0,0,0,0,0,0,18,3,15,18,6,12,6,0,6,0,0,0,2,1,2,7,3,7
17,./sourcecode1022/2011/CVE-2011-1751/patricksjackson%qemu/android_qdev/aa29141d84d5_patch/equal_file_patch/c45d1fc191.patch,3,6,1,0,0,0,9,3,6,0,0,0,0,0,0,18,3,15,18,6,12,6,0,6,0,0,0,2,1,2,7,3,7
18,./sourcecode1022/2011/CVE-2011-1751/patricksjackson%qemu/android_qdev/aa29141d84d5_patch/equal_file_patch/614f104dfd.patch,3,6,1,0,0,0,9,3,6,0,0,0,0,0,0,18,3,15,18,6,12,6,0,6,0,0,0,2,1,2,7,3,7
19,./sourcecode1022/2011/CVE-2011-1751/patricksjackson%qemu/android_qdev/aa29141d84d5_patch/equal_file_patch/75b0646f9e.patch,3,6,1,0,0,0,9,3,6,0,0,0,0,0,0,18,3,15,18,6,12,6,0,6,0,0,0,2,1,2,7,3,7
20,./sourcecode1022/2011/CVE-2011-2161/FFmpeg%FFmpeg/master/1c31b26bdf66_patch/equal_file_patch/cf16d62076.patch,1,20,1,14,6,8,18,1,17,9,2,7,7,2,5,231,94,137,142,52,90,20,4,16,1,0,1,18,9,14,101,64,94
21,./sourcecode1022/2011/CVE-2011-2161/FFmpeg%FFmpeg/master/1c31b26bdf66_patch/equal_file_patch/c67bca2b5a.patch,1,19,1,5,1,4,16,1,15,9,2,7,3,0,3,141,47,94,79,20,59,13,2,11,1,0,1,13,6,10,79,46,75
22,./sourcecode1022/2011/CVE-2011-2161/FFmpeg%FFmpeg/master/1c31b26bdf66_patch/equal_file_patch/2df5b506ca.patch,1,20,1,10,4,6,18,1,17,9,2,7,5,1,4,164,60,104,94,28,66,18,3,15,1,0,1,15,7,11,86,51,80
23,./sourcecode1022/2011/CVE-2011-2161/FFmpeg%FFmpeg/master/1c31b26bdf66_patch/equal_file_patch/7061a30c37.patch,1,21,1,14,6,8,18,1,17,9,2,7,5,1,4,171,64,107,98,30,68,18,3,15,1,0,1,16,7,12,87,52,81
24,./sourcecode1022/2011/CVE-2011-2161/FFmpeg%FFmpeg/master/1c31b26bdf66_patch/equal_file_patch/c1f2c4c3b4.patch,1,19,1,5,1,4,16,1,15,9,2,7,3,0,3,141,47,94,79,20,59,13,2,11,1,0,1,13,6,10,79,46,75
25,./sourcecode1022/2011/CVE-2011-2161/FFmpeg%FFmpeg/master/1c31b26bdf66_patch/equal_file_patch/6e8fcd9c56.patch,1,21,1,12,6,6,18,3,15,10,2,8,5,2,3,222,97,125,128,55,73,15,5,10,2,0,2,20,10,16,106,64,99
26,./sourcecode1022/2011/CVE-2011-2486/davidben%nspluginwrapper/advanced-key-handling/b776441a053d_patch/equal_file_patch/724e32a.patch,1,1,1,0,0,0,4,0,4,6,0,6,0,0,0,8,0,8,4,0,4,0,0,0,0,0,0,3,0,3,8,0,8
